,group1,group2,tf,target,sign
79,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH1,True
80,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH2,True
81,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,MCM1,True
82,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,SWI5,True
83,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,ACE2,True
84,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],NDD1,CLB2,True
85,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH1,CLB6,False
86,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH1,SWI4,True
87,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,SWI5,True
88,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,True
89,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH1,CLB2,True
90,"[NDD1,FKH1,FKH2,MCM1]","[YOX1,NRM1,YHP1]",FKH2,YOX1,False
91,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,True
92,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,True
93,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH2,CLB2,True
94,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,SWI5,True
95,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,ACE2,True
96,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],MCM1,CLB2,True
