,group1,group2,tf,target,sign
0,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
1,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
2,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
3,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
4,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
5,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
6,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB5,True
7,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,YOX1,True
8,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
9,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
10,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
11,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
12,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
13,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
14,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB5,True
15,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB6,True
16,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN1,True
17,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,HCM1,True
18,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,NRM1,True
19,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YHP1,True
20,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH1,True
21,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH2,True
22,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,NDD1,True
23,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,NRM1,True
24,"[HCM1,PLM2,TOS4]","[HCM1,PLM2,TOS4]",HCM1,PLM2,True
25,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",HCM1,SWI6,True
26,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",HCM1,SWI6,True
27,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",HCM1,WHI5,True
28,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YHP1,True
29,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
30,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH1,SWI4,True
