,group1,group2,tf,target,sign
79,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",YHP1,PLM2,False
80,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YHP1,YOX1,False
81,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YHP1,SWI4,False
82,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YHP1,SWI6,False
83,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YHP1,SWI6,False
84,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",YHP1,MBP1,False
85,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,NDD1,True
86,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH1,True
87,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH2,True
88,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,MCM1,True
89,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,NDD1,True
90,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,FKH1,True
91,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,FKH2,True
92,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",PLM2,MCM1,True
93,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,NDD1,True
94,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH1,True
95,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,FKH2,True
96,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",TOS4,MCM1,True
97,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,SWI5,True
98,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",NDD1,ACE2,True
99,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],NDD1,CLB2,True
100,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH1,CLB6,True
101,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,FKH2,False
102,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,NDD1,True
103,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
104,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,SWI5,True
105,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,True
106,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH1,CLB2,True
107,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,False
108,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],FKH2,CLB2,True
109,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,MBP1,False
110,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,STB1,True
111,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,False
112,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH2,SWI6,False
113,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,SWI6,False
114,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH2,WHI5,True
115,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,SWI5,True
116,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,True
117,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,SWI5,True
118,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",MCM1,ACE2,True
119,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],MCM1,CLB2,True
120,"[SWI5,ACE2]","[MBP1,SWI6]",SWI5,MBP1,False
121,"[SWI5,ACE2]","[SWI4,SWI6]",ACE2,SWI4,False
