,group1,group2,tf,target,sign
0,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
1,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
2,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
3,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
4,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
5,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
6,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
7,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
8,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
9,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
10,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
11,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
12,"[WHI5,STB1]","[CLB5,CLB6]",WHI5,CLB5,True
13,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN1,True
14,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YHP1,True
15,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YOX1,True
16,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB5,True
17,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB6,True
18,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN1,True
19,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,HCM1,True
20,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,NRM1,True
21,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YHP1,True
22,"[YOX1,NRM1,YHP1]",[CLB2],YOX1,CLB2,True
23,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YOX1,SWI4,True
24,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YOX1,YHP1,True
25,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB5,True
26,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB6,True
27,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,HCM1,True
28,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,PLM2,True
29,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",NRM1,STB1,True
30,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,TOS4,True
31,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",NRM1,YHP1,True
32,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YHP1,YOX1,True
33,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH1,True
34,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH2,True
35,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,NDD1,True
36,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,NRM1,True
37,"[HCM1,PLM2,TOS4]","[HCM1,PLM2,TOS4]",HCM1,PLM2,True
38,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",HCM1,SWI6,True
39,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",HCM1,SWI6,True
40,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",HCM1,WHI5,True
41,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YHP1,True
42,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YOX1,True
43,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH1,ACE2,True
44,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH1,CLB6,True
45,"[NDD1,FKH1,FKH2,MCM1]","[YOX1,NRM1,YHP1]",FKH1,NRM1,True
46,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH1,PLM2,True
47,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
48,"[NDD1,FKH1,FKH2,MCM1]","[SWI4,SWI6]",FKH1,SWI4,True
49,"[NDD1,FKH1,FKH2,MCM1]","[CLB5,CLB6]",FKH2,CLB6,True
50,"[NDD1,FKH1,FKH2,MCM1]","[MBP1,SWI6]",FKH2,MBP1,True
51,"[NDD1,FKH1,FKH2,MCM1]","[HCM1,PLM2,TOS4]",FKH2,PLM2,True
52,"[NDD1,FKH1,FKH2,MCM1]","[YOX1,NRM1,YHP1]",FKH2,YOX1,True
53,"[SWI5,ACE2]",[CLB2],ACE2,CLB2,True
