,group1,group2,tf,target,sign
0,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
1,"[SWI4,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
2,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
3,"[SWI4,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
4,"[SWI4,SWI6]","[WHI5,STB1]",SWI6,WHI5,False
5,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
6,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
7,"[MBP1,SWI6]","[SWI5,ACE2]",MBP1,ACE2,True
8,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB5,True
9,"[MBP1,SWI6]","[CLB5,CLB6]",MBP1,CLB6,True
10,"[MBP1,SWI6]","[CLN1,CLN2]",MBP1,CLN1,False
11,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",MBP1,MCM1,True
12,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",MBP1,NDD1,False
13,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,NRM1,False
14,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,PLM2,False
15,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI4,True
16,"[MBP1,SWI6]","[SWI4,SWI6]",MBP1,SWI6,False
17,"[MBP1,SWI6]","[MBP1,SWI6]",MBP1,SWI6,False
18,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",MBP1,TOS4,True
19,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",MBP1,YOX1,True
20,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB5,True
21,"[MBP1,SWI6]","[CLB5,CLB6]",SWI6,CLB6,True
22,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN1,True
23,"[MBP1,SWI6]","[CLN1,CLN2]",SWI6,CLN2,True
24,"[MBP1,SWI6]","[WHI5,STB1]",SWI6,WHI5,False
25,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YHP1,True
26,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",SWI6,YOX1,True
27,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",True
28,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[SWI4,SWI6]",False
29,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]","[MBP1,SWI6]","[MBP1,SWI6]",False
30,"[WHI5,STB1]","[CLB5,CLB6]",WHI5,CLB5,False
31,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN1,False
32,"[WHI5,STB1]","[CLN1,CLN2]",WHI5,CLN2,False
33,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",WHI5,HCM1,False
34,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,NRM1,False
35,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YHP1,False
36,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",WHI5,YOX1,False
37,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB5,True
38,"[WHI5,STB1]","[CLB5,CLB6]",STB1,CLB6,True
39,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN1,True
40,"[WHI5,STB1]","[CLN1,CLN2]",STB1,CLN2,True
41,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,HCM1,True
42,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,NRM1,True
43,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,PLM2,True
44,"[WHI5,STB1]","[HCM1,PLM2,TOS4]",STB1,TOS4,True
45,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YHP1,True
46,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",STB1,YOX1,True
47,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",YOX1,SWI4,False
48,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YOX1,YHP1,False
49,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB5,False
50,"[YOX1,NRM1,YHP1]","[CLB5,CLB6]",NRM1,CLB6,False
51,"[YOX1,NRM1,YHP1]","[NDD1,FKH1,FKH2,MCM1]",NRM1,FKH1,False
52,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,HCM1,False
53,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,PLM2,False
54,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",NRM1,STB1,False
55,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",NRM1,TOS4,False
56,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",NRM1,YHP1,False
57,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",YHP1,PLM2,False
58,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",YHP1,YOX1,False
59,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH1,True
60,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,FKH2,True
61,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",HCM1,NDD1,True
62,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,NRM1,True
63,"[HCM1,PLM2,TOS4]","[HCM1,PLM2,TOS4]",HCM1,PLM2,True
64,"[HCM1,PLM2,TOS4]","[SWI4,SWI6]",HCM1,SWI6,True
65,"[HCM1,PLM2,TOS4]","[MBP1,SWI6]",HCM1,SWI6,True
66,"[HCM1,PLM2,TOS4]","[WHI5,STB1]",HCM1,WHI5,True
67,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YHP1,True
68,"[HCM1,PLM2,TOS4]","[YOX1,NRM1,YHP1]",HCM1,YOX1,False
69,"[NDD1,FKH1,FKH2,MCM1]","[NDD1,FKH1,FKH2,MCM1]",FKH1,FKH2,False
70,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",FKH1,STB1,True
71,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",FKH2,ACE2,False
72,"[NDD1,FKH1,FKH2,MCM1]","[CLN1,CLN2]",FKH2,CLN1,False
73,"[NDD1,FKH1,FKH2,MCM1]","[CLN1,CLN2]",FKH2,CLN2,False
